date,open,high,low,close,volume,rsi_7,rsi_14,cci_7,cci_14,sma_50,ema_50,sma_100,ema_100,macd,bollinger,TrueRange,atr_7,atr_14,next_day_close,weekly_max,monthly_max,annual_max,above_weekly_max,above_monthly_max,above_annual_max,weekly_min,monthly_min,annual_min,below_weekly_min,below_monthly_min,below_annual_min
2015-01-12,266.145996,272.203003,265.200012,267.79599,18880300.0,32.569050924571314,32.52497255524672,-116.09634051751294,-95.17148156679144,284.29724891666666,282.9361399758434,284.29724891666666,283.6094113940884,-2.649536912654128,284.29724891666666,7.002991000000009,13.829347192905416,14.4060371744982,225.860992,294.337006,,,0,0,0,265.660004,,,0,0,0
2015-01-13,267.394012,268.277008,219.906006,225.860992,72843904.0,17.5670295506999,21.177991093942996,-181.28196391939704,-199.9782937480454,279.80215223076925,277.4167146931399,279.80215223076925,278.6148379069075,-5.345768794258845,279.80215223076925,48.37100200000003,19.53268211797769,18.32912422396733,178.102997,294.337006,,,0,0,0,265.660004,,,1,0,0
2015-01-14,223.893997,223.893997,171.509995,178.102997,97638704.0,10.897570478423944,14.831817762592522,-176.7402144615122,-273.13812401256945,272.53792685714285,268.3347406114734,272.53792685714285,270.4651921604018,-10.062374425683233,272.53792685714285,54.35099700000001,25.156524697846,22.314150745163506,209.843994,294.337006,,,0,0,0,265.660004,,,1,0,0
2015-01-15,176.897003,229.067001,176.897003,209.843994,81773504.0,31.16226711204105,29.872703916399104,-90.84792643772704,-172.71402677339432,268.3583313333333,263.25142790792444,268.3583313333333,265.8337498720809,-11.607455301183506,268.3583313333333,52.16999799999999,29.439795240585823,25.49245480844096,208.097,294.337006,,,0,0,0,265.660004,,,1,0,0
2015-01-16,209.070007,221.591003,199.770996,208.097,38421000.0,30.713727577943885,29.56324451995414,-60.74105470894208,-119.62354923213496,264.591998125,258.6762678117288,264.591998125,261.658962142699,-12.739914655701028,264.591998125,21.820007000000004,28.25027706714905,25.114734584672554,199.259995,294.337006,,,0,0,0,265.660004,,,1,0,0
2015-01-17,207.834,211.731003,194.875,199.259995,23469700.0,28.309046936543268,27.98404156602875,-58.5682172635947,-108.58256172454172,260.74893911764707,253.9541088972933,260.74893911764707,257.3721428911717,-13.992345565173196,260.74893911764707,16.856002999999987,26.494790964372832,24.29118305303568,210.339005,294.337006,,,0,0,0,265.660004,,,1,0,0
2015-01-18,200.050003,218.695007,194.505997,210.339005,30085100.0,35.67527956520277,32.82856452701732,-31.52528126035888,-80.02007369710012,257.9483872222222,250.6219159869668,257.9483872222222,254.291591967236,-14.081202038861193,257.9483872222222,24.18901,26.14348354603532,24.28127477802099,214.860992,267.79599,,,0,0,0,178.102997,,,0,0,0
2015-01-19,211.470993,216.727997,207.317993,214.860992,18658300.0,38.67574416684234,34.757707973789124,24.674204472594248,-60.3176314249512,255.68062957894736,247.98773248062847,255.68062957894736,251.82184424331817,-13.688136352353837,255.68062957894736,9.410003999999986,23.61797855361862,22.87505158202406,211.315002,267.79599,,,0,0,0,178.102997,,,0,0,0
2015-01-20,212.906998,215.240997,205.153,211.315002,24051100.0,37.092836327353005,33.93467642060247,61.70470896800262,-56.666298629995175,253.4623482,245.37633472024365,253.4623482,249.3888969789466,-13.45114688394355,253.4623482,10.087997,21.592305769316464,21.69324776456608,226.897003,267.79599,,,0,0,0,178.102997,,,0,0,0
2015-01-21,211.378006,227.787994,211.212006,226.897003,29924600.0,48.00292698728256,40.59173845470429,181.20830723921105,-27.92285435386756,252.1973317619048,244.10124862168777,252.1973317619048,248.09025880160547,-12.075930650159734,249.0947487,16.575987999999995,20.846393144208104,21.23002549436856,233.406006,267.79599,,,0,0,0,178.102997,,,0,0,0
2015-01-22,227.322006,237.018997,226.434006,233.406006,33544600.0,52.05527831525524,43.16793163877544,162.241313332625,2.716104510118446,251.3431805909091,243.38461473609448,251.3431805909091,247.27340678600729,-10.430734712453416,245.01344835,10.584991000000002,19.329410263111317,20.284473897779264,232.878998,267.79599,,,0,0,0,178.102997,,,0,0,0
2015-01-23,233.516998,234.845001,225.195999,232.878998,24621700.0,51.67486381746564,43.005323894430354,95.16953619993475,11.409380095698278,250.54039004347828,242.69971943418187,250.54039004347828,246.5003726877008,-9.06695333956364,242.6032982,9.649001999999996,17.90540485992647,19.355925686153142,247.847,267.79599,,,0,0,0,178.102997,,,0,0,0
2015-01-24,232.699997,248.210007,230.022003,247.847,24782500.0,61.095592684102144,48.893580752229646,121.13673847070392,60.6485208189376,250.42816545833327,243.0267908656424,250.42816545833327,246.5703203086708,-6.871711490859468,241.78589785,18.188003999999975,17.946799992046575,19.255552018058257,253.718002,267.79599,,,0,0,0,178.102997,,,0,0,0
2015-01-25,247.352005,255.074005,243.889999,253.718002,33582700.0,64.2819491164571,51.03060888673931,125.87899746317538,104.67638854809934,250.55975892,243.6900039810019,250.55975892,246.93002969486085,-4.675745526433644,240.748098,11.18400600000001,16.95976162104569,18.5717900391445,273.472992,253.718002,,,0,0,0,211.315002,,,0,0,0
2015-01-26,254.078995,309.384003,254.078995,273.472992,106794000.0,72.97197756170665,57.47431047552822,166.25367396372943,198.1183216181553,251.4410371153846,245.49633021122432,251.4410371153846,248.2262479201937,-1.5243745326596638,240.11229785,55.666001,22.59156090795489,21.67294268280388,263.475006,253.718002,,,1,0,0,211.315002,,,0,0,0
2015-01-27,273.166992,275.480011,250.653,263.475006,44399000.0,63.80602443490998,53.62817872275598,72.94412981890031,121.41671960408743,251.88673966666667,246.5638485646673,251.88673966666667,248.94990699669225,0.2401224774062882,238.56919785,24.827011,22.91596359326782,21.93345792722668,233.914993,253.718002,,,1,0,0,211.315002,,,0,0,0
2015-01-28,263.351013,266.535004,227.046005,233.914993,44352200.0,44.51774281631266,44.20855620783935,-30.763321471066146,45.28650512664285,251.24489157142852,245.8276413522756,251.24489157142852,248.2555973911433,-0.5005234228625,236.09749755,39.48899900000001,25.315575535558345,23.3674704560553,233.513,253.718002,,,0,0,0,211.315002,,,0,0,0
2015-01-29,233.348007,238.705994,220.712006,233.513,32213400.0,44.30524831954408,44.095125774804345,-86.0163566149626,-0.8930279425420545,250.63344703448277,245.12424254520147,250.63344703448277,247.5922836951813,-1.101557121126035,233.25274805,17.993988,24.257527121763843,22.93299701946269,226.425003,253.718002,,,0,0,0,211.315002,,,0,0,0
2015-01-30,232.772003,242.850998,225.839005,226.425003,26605200.0,40.343889848793495,42.04658908464079,-83.50776926929665,-4.39017866470803,249.8264989,244.0749482357325,249.8264989,246.6633061117185,-2.0727777051363887,230.8341987,17.011993000000018,23.21219785492829,22.458724416686568,217.464005,253.718002,,,0,0,0,211.315002,,,0,0,0
2015-01-31,226.440994,233.503998,216.309006,217.464005,23348200.0,35.64335582660712,39.54529086500568,-98.0715361517713,-51.79694313950993,248.78254748387096,242.6065089476964,248.78254748387096,245.4119629466698,-3.462696969676188,228.42439875,17.194991999999985,22.3453089412074,22.040723963204947,226.972,253.718002,315.032013,,0,0,0,211.315002,178.102997,,0,0,0
2015-02-01,216.867004,231.574005,212.014999,226.972,29128500.0,43.75538874519916,43.39316472312758,-72.72134551719894,-54.78807006858,248.100967875,241.7573269927653,248.100967875,244.63952114513992,-3.808759357906752,226.38319925,19.55900600000001,21.94437648826256,21.84520799538253,238.229004,273.472992,315.032013,,0,0,0,217.464005,178.102997,,0,0,0
2015-02-02,226.490997,242.175003,222.658997,238.229004,30612100.0,52.09585080139564,47.64220273872051,-7.891878813151123,-12.669778669726988,247.80181745454547,241.5685380791816,247.80181745454547,244.37679053022973,-3.201652200863037,227.00159985,19.516006000000004,21.595310344471034,21.66304721716555,227.268005,273.472992,315.032013,,0,0,0,217.464005,178.102997,,0,0,0
2015-02-03,237.453995,245.957001,224.483002,227.268005,40783700.0,44.585252578358414,44.16587598321448,20.03775954811629,-32.19410429500557,247.19788179411765,240.81414481453487,247.19788179411765,243.69014356089752,-3.5062240821449397,229.45985025,21.473998999999992,21.57788791269454,21.64836180157734,226.852997,273.472992,315.032013,,0,0,0,217.464005,178.102997,,0,0,0
2015-02-04,227.511002,230.057999,221.113007,226.852997,26594300.0,44.30311639191627,44.0348623727002,-45.05754118135946,-70.85906406481432,246.61659937142855,240.0874918641998,246.61659937142855,243.0278641894263,-3.73506440377534,230.3103004,8.944991999999985,19.764961476752447,20.66768535789281,217.110992,273.472992,315.032013,,0,0,0,217.464005,178.102997,,0,0,0
2015-02-05,227.664993,239.404999,214.725006,217.110992,22516400.0,37.75931208493165,40.96302545895563,-61.04388655965978,-77.23654071730402,245.79699916666667,238.90675766619395,245.79699916666667,242.02796947101007,-4.603664117609412,230.761,24.679993,20.46985064123078,20.97565119259576,222.266006,273.472992,315.032013,,0,0,0,217.464005,178.102997,,1,0,0
2015-02-06,216.923004,230.509995,216.231995,222.266006,24435300.0,42.96047236697544,43.22018206099767,-59.06764878857529,-75.69714551143967,245.1610263783784,238.0618944072658,245.1610263783784,241.27959001898947,-4.8409057826143,231.91130055,14.277999999999992,19.582341572669897,20.4642948871036,227.753998,273.472992,315.032013,,0,0,0,217.464005,178.102997,,0,0,0
2015-02-07,222.632996,230.298996,222.606995,227.753998,21604200.0,48.32393992465588,45.60452476800506,-4.973003276664541,-49.9617557295384,244.70294668421053,237.54453302755428,244.70294668421053,240.77647024992507,-4.554698479479782,232.7820502,8.032989999999984,17.927705693844963,19.519828938841243,223.412003,273.472992,315.032013,,0,0,0,217.464005,178.102997,,0,0,0
2015-02-08,227.692993,229.438004,221.076996,223.412003,17145200.0,44.46465123270382,44.02917930972035,-50.74782899328753,-57.52119084486116,244.15702505128203,236.84291066865745,244.15702505128203,240.14159749157253,-4.6089272968677335,233.20960075,8.361007999999998,16.557678730982868,18.67587651246984,220.110001,238.229004,315.032013,,0,0,0,217.110992,178.102997,,0,0,0
2015-02-09,223.389008,223.977005,217.018997,220.110001,27791300.0,41.52251116617046,42.817841325925926,-121.4227501346798,-88.89775044084178,243.55584945,236.0207652511007,243.55584945,239.4212824215583,-4.850710197871734,233.6493507,6.958007999999978,15.18341184136667,17.793351496960085,219.839005,238.229004,315.032013,,0,0,0,217.110992,178.102997,,0,0,0
2015-02-10,220.281998,221.807007,215.332001,219.839005,21115100.0,41.261101519407895,42.71397733885503,-131.6856785713555,-107.87182579195532,242.9773898292683,235.2335075289355,242.9773898292683,238.72832055144465,-5.005097179890157,233.2964508,6.475006000000008,13.937110991889444,16.944215995674774,219.184998,238.229004,315.032013,,0,0,0,217.110992,178.102997,,0,0,0
2015-02-11,219.731995,223.406006,218.074005,219.184998,17201900.0,40.54245658970758,42.44637798634883,-67.35214851688706,-89.37802532662589,242.41090430952383,234.4600305244485,242.41090430952383,238.04735025330288,-5.118845218507516,232.5854004,5.332000999999991,12.705910395301448,16.07615367381631,221.764008,238.229004,315.032013,,0,0,0,217.110992,178.102997,,0,0,0
2015-02-12,219.207993,222.199005,217.613998,221.764008,15206200.0,44.95330578636985,43.93793362873778,-44.24667075628109,-76.37029071595646,241.93074393023255,233.85357687737573,241.93074393023255,237.48837930152425,-4.9504496820726445,232.0296509,4.58500699999999,11.544245417604149,15.21998904342385,235.427002,238.229004,315.032013,,0,0,0,217.110992,178.102997,,0,0,0
2015-02-13,221.968994,240.259003,221.261993,235.427002,42744400.0,62.25843357149662,51.159399005928194,152.82838042446136,125.6451685042322,241.78293161363635,233.928097747257,241.78293161363635,237.4186299646645,-3.706054156729977,231.408651,18.997010000000017,12.610134033697106,15.50053799681586,257.321014,238.229004,315.032013,,0,0,0,217.110992,178.102997,,0,0,0
2015-02-14,235.528,259.808014,235.528,257.321014,49732500.0,76.22906622965752,60.04173190733628,190.10380743975327,264.64787314270563,242.12822233333333,235.02708473543493,242.12822233333333,238.0827323661489,-0.9932924737623524,231.58880160000004,24.381012000000027,14.293323065032492,16.158286311685668,234.824997,238.229004,315.032013,,1,0,0,217.110992,178.102997,,0,0,0
2015-02-15,257.506989,265.610992,227.684006,234.824997,56552400.0,52.79991913093084,49.98319096172207,82.35084878813385,131.24403420040957,241.9694565652174,235.01766390056548,241.9694565652174,237.9754832513135,-0.6039653027470706,229.65640185,37.926986,17.672374098072673,17.766381766534167,233.843002,257.321014,315.032013,,0,0,0,219.184998,178.102997,,0,0,0
2015-02-16,234.824997,239.520996,229.022003,233.843002,28153700.0,51.98620025742379,49.59263141474176,18.503699186970056,52.9972516068981,241.79655327659572,234.9633063889156,241.79655327659572,237.8411980427406,-0.3685499745816685,228.17480165,10.498992999999984,16.646873494953407,17.23083439171518,243.610001,257.321014,315.032013,,0,0,0,219.184998,178.102997,,0,0,0
2015-02-17,233.421997,245.774994,232.313995,243.610001,27363100.0,59.269945955033,53.48565255998776,46.23473764963415,97.04977919606532,241.8343334375,235.3606275931544,241.8343334375,238.02630602672107,0.5812109291101137,228.65955205,13.460998999999989,16.191469986759383,16.9536555554609,236.326004,257.321014,315.032013,,0,0,0,219.184998,178.102997,,0,0,0
2015-02-18,243.779999,244.251007,232.339996,236.326004,25200800.0,52.35902883025087,50.361822007348295,6.553780935173702,61.60849743004047,241.7219185510204,235.40469050088973,241.7219185510204,237.9724093011823,0.7497521197684875,228.80020225,11.911010999999974,15.579655050947116,16.583668672005345,240.283005,257.321014,315.032013,,0,0,0,219.184998,178.102997,,0,0,0
2015-02-19,236.410004,242.671997,235.591995,240.283005,18270500.0,55.637422596404704,52.00186640386221,-2.5317056401477345,65.42303719400572,241.69314028,235.62593055146925,241.69314028,238.04479024499767,1.1826008698315036,229.49310235,7.080002000000008,14.364872943225436,15.887721714849905,243.779007,257.321014,315.032013,,0,0,0,219.184998,178.102997,,0,0,0
2015-02-20,240.251007,247.100998,239.298996,243.779007,23876700.0,58.57566963981182,53.46475734738813,37.66976703931336,82.59218131918612,240.28374056,235.9934317473263,241.73403962745095,238.22237199478565,1.7818839922348104,230.80885245000005,7.802002000000016,13.426958643911613,15.296674357665,244.533997,257.321014,315.032013,,0,0,0,219.184998,178.102997,,0,0,0
2015-02-21,243.751999,255.320007,243.184006,244.533997,12284200.0,59.25558667594785,53.792291239257565,141.13337297483145,98.09806629016106,238.87378024,236.37615649739396,241.78788496153845,238.41567678131804,2.290123230850696,231.6869523,12.136000999999991,13.242475208343215,15.06602145095021,235.977005,257.321014,315.032013,,0,0,0,219.184998,178.102997,,0,0,0
2015-02-22,244.544006,246.391998,233.850998,235.977005,19527000.0,48.688534627772434,49.536645511541415,-31.977653245038933,29.185629089465134,237.97168032,236.35836904407637,241.67824571698117,238.3417879356327,1.990169115181999,231.57435235,12.540999999999997,13.142236094422692,14.882040473485922,238.891998,244.533997,315.032013,,0,0,0,233.843002,178.102997,,0,0,0
2015-02-23,235.994995,240.108994,232.421005,238.891998,16400000.0,52.08450361637724,50.95994867096253,-84.52149618440846,9.58338564786246,237.46562014,236.47067501114597,241.62664853703703,238.3582854724065,1.9616336933578111,232.155552,7.6879889999999875,12.362868871179272,14.358610227422746,238.735001,244.533997,315.032013,,0,0,0,233.843002,178.102997,,0,0,0
2015-02-24,238.998001,239.901001,236.401993,238.735001,14200400.0,51.86880064324435,50.876718859088896,-45.09783857918996,10.169658198250293,236.75084018,236.57053349862,241.57407312727275,238.36946708476825,1.904523005899847,232.7496522,3.4990080000000034,11.096339677313864,13.569528688437716,237.470001,244.533997,315.032013,,0,0,0,233.843002,178.102997,,0,0,0
2015-02-25,238.889999,239.339996,235.529999,237.470001,11496200.0,49.92517267956627,50.165765307129874,-64.3717870991291,-16.959871229201596,235.7764603,236.61000786024283,241.500786125,238.34303046105347,1.7383866880560106,233.76760265,3.80999700000001,10.055248027228483,12.86125426768858,236.425995,244.533997,315.032013,,0,0,0,233.843002,178.102997,,0,0,0
2015-02-26,237.337006,237.710007,234.257004,236.425995,13619400.0,48.18660144964101,49.55035319395539,-75.9501349161704,-64.06236988341067,234.61824008,236.60196974763585,241.4117547017544,238.28722116739303,1.506077715862432,234.4756021,3.4530029999999954,9.11192605658658,12.179253391033882,253.828003,244.533997,315.032013,,0,0,0,233.843002,178.102997,,0,0,0
2015-02-27,236.436005,256.653015,236.436005,253.828003,44013900.0,69.10717814128218,58.65499216889356,126.47582817533674,129.5960229605716,234.02782016,237.3510971216449,241.62582794827588,238.7354755387118,2.6802436057233763,235.77930235,20.227019999999985,10.700004569570522,12.762014847993491,254.263,244.533997,315.032013,,1,0,0,233.843002,178.102997,,0,0,0
2015-02-28,253.520004,254.692001,249.479004,254.263,13949300.0,69.46671121307611,58.85488373673799,140.1846705431035,181.6042561183516,233.30492036,238.0834347183585,241.84001730508476,239.17933425103303,3.603805814214553,237.3218522,5.212997000000001,9.91605835689396,12.215906699129116,260.201996,244.533997,257.321014,,1,0,0,233.843002,217.110992,,0,0,0
2015-03-01,254.283005,261.660004,245.932999,260.201996,25213700.0,74.24169690890353,61.58560192318865,107.65669985194768,167.9195491214067,233.01304048,239.03733771185304,242.14605028333327,239.7750407571006,4.75558807736283,239.32645195,15.72700500000002,10.746273461543996,12.469673523092652,275.670013,260.201996,257.321014,,0,1,0,236.425995,217.110992,,0,0,0
2015-03-02,260.356995,276.300995,258.312988,275.670013,40465700.0,82.53898762956418,67.61423720423318,149.3910921277839,226.6722150877561,233.21324066,240.61103322668225,242.69562344262292,240.7835677787204,6.827034845483922,242.11800235,17.988006999999982,11.780892139328252,12.868176970081072,281.701996,260.201996,257.321014,,1,1,0,236.425995,217.110992,,0,0,0
2015-03-03,275.04599,285.79599,268.161011,281.701996,50461300.0,84.77084807347862,69.6167242921233,135.68066596674043,207.78864683781663,233.49136078,242.36966863071945,243.32475848387097,241.92377925020176,8.849281438036115,245.24385225,17.634979000000044,12.617249376351444,13.212138668876143,273.09201,260.201996,257.321014,,1,1,0,236.425995,217.110992,,0,0,0
2015-03-04,281.98999,284.225006,268.126007,273.09201,41383000.0,69.89355632015025,63.57413504312825,80.63795486330152,142.16290304781495,234.43598114,243.67984737557492,243.7972545396825,242.78534956155215,9.650703797777226,247.81025235,16.098998999999992,13.11467231520627,13.420296225072187,276.178009,260.201996,257.321014,,1,1,0,236.425995,217.110992,,0,0,0
2015-03-05,272.739014,281.666992,264.769012,276.178009,41302400.0,71.95191339718289,64.75495998084148,56.50017568240782,110.34249335867712,236.39748138,245.0610198162844,244.303203828125,243.70122778623025,10.412956979118604,249.8478027,16.897980000000018,13.655172908970156,13.67088565781929,272.722992,260.201996,257.321014,,1,1,0,236.425995,217.110992,,0,0,0
2015-03-06,275.600006,277.608002,270.015015,272.722992,28918900.0,66.0532121774252,62.31918859490728,39.76976316991436,88.1651434880888,237.65506134,246.23280558798476,244.74043133846155,244.4911991761525,10.617434687403858,250.6179016,7.592986999999994,12.789107801892092,13.233208850335997,276.260986,260.201996,257.321014,,1,1,0,236.425995,217.110992,,0,0,0
2015-03-07,272.294006,277.854004,270.132996,276.260986,17825900.0,69.08143020757717,63.8199917478302,40.360257121039965,79.44986884648577,239.01834106,247.50083782686988,245.2180155,245.34960401027112,10.937117148828603,252.68970105,7.721007999999983,12.065065921178162,12.836499759870064,274.354004,260.201996,257.321014,,1,1,0,236.425995,217.110992,,0,0,0
2015-03-08,276.433014,277.858002,272.565002,274.354004,22067900.0,65.41213166346076,62.37784959491926,20.009422088350345,68.75428155525125,240.52022124000004,248.631389666979,245.652881,246.12767362164763,10.911506156580373,254.71525115,5.293000000000006,11.097596294918334,12.293892951281098,289.606995,281.701996,257.321014,,0,1,0,272.722992,217.110992,,0,0,0
2015-03-09,274.812012,292.700989,273.893005,289.606995,59178200.0,76.87438899500268,68.507687418,191.4112407944237,100.5867275707476,242.10558104,250.3515502056456,246.2992650294117,247.285910880407,11.977724443127729,257.01510085,18.807983999999976,12.199111127907186,12.762218989221566,291.76001,281.701996,257.321014,,1,1,0,272.722992,217.110992,,0,0,0
2015-03-10,289.862,300.044006,289.743011,291.76001,67770800.0,78.07113331697799,69.26882173973938,162.27141209822489,125.59207467723488,243.6435614,252.0850897804909,246.9581164057971,248.4626029912284,12.847391430039464,259.78680115,10.43701100000004,11.947376490168429,12.595127600474784,296.378998,281.701996,257.321014,,1,1,0,272.722992,217.110992,,0,0,0
2015-03-11,291.524994,297.390991,290.507996,296.378998,33963900.0,80.58576821238213,70.89408057997679,105.17832994011742,126.0850251663072,245.34484132,253.9345282705245,247.664129,249.7219886936335,13.749105979537433,262.5916008,6.882994999999994,11.223878520975504,12.184826337971623,294.354004,281.701996,257.321014,,1,1,0,272.722992,217.110992,,0,0,0
2015-03-12,296.127014,297.088013,292.412994,294.354004,32585200.0,76.12111638826357,69.16703393373537,77.17516942061165,125.67529557716207,246.69398134,255.61792189889064,248.32173287323943,250.88749744332196,14.137853598624872,265.12035065,4.675018999999963,10.288310646799774,11.645614823247543,285.337006,281.701996,257.321014,,1,1,0,272.722992,217.110992,,0,0,0
2015-03-13,294.118011,294.497986,285.337006,285.337006,31421500.0,59.10870997506825,61.93212616665502,16.097319768188015,71.95064189139484,247.73260134,256.8526613675914,248.83583388888889,251.78146040298088,13.564520106468647,267.16050110000003,9.160980000000052,10.127260974904791,11.467282024268709,281.88501,281.701996,257.321014,,1,1,0,272.722992,217.110992,,0,0,0
2015-03-14,284.441986,286.34201,280.976013,281.88501,22612300.0,53.74400630723233,59.37173352737962,-55.39009440195339,24.90416133932135,248.71272158,257.8902619340549,249.28856232876717,252.55787259587063,12.686238272470009,269.45590135000003,5.365996999999993,9.447071586134626,11.029518197711312,286.393005,281.701996,257.321014,,1,1,0,272.722992,217.110992,,0,0,0
2015-03-15,281.424988,286.528992,280.996002,286.393005,11970100.0,59.3631964437093,61.60413772567343,-69.40930130347925,25.162114099216726,249.48364168,259.0690773956391,249.7899737162162,253.4253319083796,12.211997557080792,271.8309517,5.532990000000041,8.887910858356047,10.635271843065784,290.592987,296.378998,257.321014,,0,1,0,281.88501,217.110992,,0,0,0
2015-03-16,285.684998,294.112,285.684998,290.592987,21516100.0,64.10313804018287,63.61032469695838,3.549821420100844,65.4696417485515,250.22114138,260.3700551010093,250.3340138933333,254.3727011621134,12.035294740437736,274.423851,8.427002000000016,8.822066108380827,10.476927691317586,285.505005,296.378998,257.321014,,0,1,0,281.88501,217.110992,,0,0,0
2015-03-17,290.595001,292.36499,284.373993,285.505005,21497200.0,55.03106935290199,59.550955647198826,-29.64845666657588,34.127265245862745,250.46178164,261.40523715810934,250.79679009210523,255.1617474944181,11.35485188503634,276.8256012,7.990996999999993,8.703340980454042,10.298723121954522,256.299011,296.378998,257.321014,,0,1,0,281.88501,217.110992,,0,0,0
2015-03-18,285.066986,285.335999,249.869995,256.299011,57008000.0,28.253457037815625,42.70430163704783,-217.43284584430504,-165.3351961124376,250.31826174,261.1953507324628,250.86824750649356,255.19041247942843,8.368262397192723,277.819252,35.635009999999994,12.550749200765958,12.114495170457904,260.928009,296.378998,257.321014,,0,0,0,281.88501,217.110992,,1,0,0
2015-03-19,255.880005,264.243988,248.636002,260.928009,52732000.0,34.1760217562947,45.34346748272248,-135.30817346088315,-172.85233857349223,250.85852206,261.1843826238176,250.99721880769232,255.33425269890887,6.301429588599035,278.17425230000003,15.607986000000013,12.987499935441582,12.364803033405003,261.748993,296.378998,257.321014,,0,1,0,281.88501,217.110992,,1,0,0
2015-03-20,260.955994,264.847992,259.161987,261.748993,18456700.0,35.281453871431594,45.820134357317166,-74.0365477178376,-124.04976925751112,251.42324192,261.20750476796906,251.1333172151899,255.49422605072397,4.675678124491526,278.54855194999993,5.686004999999966,11.944423865997674,11.886374432055131,260.024994,296.378998,257.321014,,0,1,0,281.88501,217.110992,,1,0,0
2015-03-21,261.644012,262.196014,255.649994,260.024994,17130100.0,33.88722810975783,44.93392916122128,-65.76426496565976,-117.7072215546216,252.09524174,261.1591620830864,251.244463175,255.6066387500252,3.2114170128521096,278.53970185,6.546019999999999,11.17321991412595,11.503902362893813,267.959991,296.378998,257.321014,,0,1,0,281.88501,217.110992,,1,0,0
2015-03-22,259.916992,269.747009,259.589996,267.959991,18438100.0,45.46045983531668,49.7511696865192,-22.391003579403502,-72.04542388376514,253.10516146,261.43672708680737,251.4508277160494,255.9116096772201,2.6594607164533386,278.15420075,10.157013000000006,11.02804694929805,11.407457572600942,266.73999,290.592987,257.321014,,0,1,0,256.299011,217.110992,,0,0,0
